Date,Browser Type,Visits
8-Mar-16,Microsoft,1396
8-Mar-16,Yandex,239
8-Mar-16,Other,183
8-Mar-16,Opera,74
8-Mar-16,UC Web,23
8-Mar-16,Amazon,10
8-Mar-16,BlackBerry,2
9-Mar-16,Google,14077
9-Mar-16,Mozilla,4198
9-Mar-16,Apple,2244
9-Mar-16,Microsoft,1288
9-Mar-16,Yandex,203
9-Mar-16,Other,184
9-Mar-16,Opera,63
9-Mar-16,UC Web,30
9-Mar-16,Amazon,11
9-Mar-16,BlackBerry,2
10-Mar-16,Google,13760
10-Mar-16,Mozilla,4129
10-Mar-16,Apple,2108
10-Mar-16,Microsoft,1252
10-Mar-16,Yandex,211
10-Mar-16,Other,165
10-Mar-16,Opera,79
10-Mar-16,UC Web,29
10-Mar-16,Amazon,10
10-Mar-16,BlackBerry,6
11-Mar-16,Google,12095
11-Mar-16,Mozilla,3603
11-Mar-16,Apple,1863
11-Mar-16,Microsoft,1036
11-Mar-16,Yandex,181
11-Mar-16,Other,157
11-Mar-16,Opera,48
11-Mar-16,UC Web,19
11-Mar-16,Amazon,9
11-Mar-16,BlackBerry,4
12-Mar-16,Google,9810
12-Mar-16,Mozilla,2293
12-Mar-16,Apple,1899
12-Mar-16,Microsoft,674
12-Mar-16,Yandex,291
12-Mar-16,Other,157
12-Mar-16,Opera,66
12-Mar-16,UC Web,20
12-Mar-16,Amazon,8
12-Mar-16,Nokia,4
13-Mar-16,Google,9941
13-Mar-16,Mozilla,2332
13-Mar-16,Apple,1944
13-Mar-16,Microsoft,686
13-Mar-16,Yandex,279
13-Mar-16,Other,145
13-Mar-16,Opera,70
13-Mar-16,UC Web,30
13-Mar-16,Amazon,7
13-Mar-16,Nokia,2
14-Mar-16,Google,13459
14-Mar-16,Mozilla,3797
14-Mar-16,Apple,1908
14-Mar-16,Microsoft,1144
14-Mar-16,Yandex,237
14-Mar-16,Other,167
14-Mar-16,Opera,80
14-Mar-16,UC Web,27
14-Mar-16,Amazon,4
14-Mar-16,BlackBerry,2
15-Mar-16,Google,13427
15-Mar-16,Mozilla,3882
15-Mar-16,Apple,1923
15-Mar-16,Microsoft,1282
15-Mar-16,Yandex,276
15-Mar-16,Other,187
15-Mar-16,Opera,74
15-Mar-16,UC Web,34
15-Mar-16,BlackBerry,6
15-Mar-16,Amazon,6
16-Mar-16,Google,13077
16-Mar-16,Mozilla,3883
16-Mar-16,Apple,1836
16-Mar-16,Microsoft,1235
16-Mar-16,Yandex,201
16-Mar-16,Other,154
16-Mar-16,Opera,75
16-Mar-16,UC Web,32
16-Mar-16,Amazon,8
16-Mar-16,Nokia,1
17-Mar-16,Google,12531
17-Mar-16,Mozilla,3577
17-Mar-16,Apple,1789
17-Mar-16,Microsoft,1165
17-Mar-16,Yandex,205
17-Mar-16,Other,176
17-Mar-16,Opera,58
17-Mar-16,UC Web,44
17-Mar-16,BlackBerry,9
17-Mar-16,Amazon,7
18-Mar-16,Google,10502
18-Mar-16,Mozilla,3150
18-Mar-16,Apple,1357
18-Mar-16,Microsoft,823
18-Mar-16,Yandex,167
18-Mar-16,Other,146
18-Mar-16,Opera,48
18-Mar-16,UC Web,24
18-Mar-16,Amazon,7
18-Mar-16,BlackBerry,3
19-Mar-16,Google,6132
19-Mar-16,Mozilla,1605
19-Mar-16,Apple,981
19-Mar-16,Microsoft,253
19-Mar-16,Yandex,169
19-Mar-16,Other,118
19-Mar-16,Opera,32
19-Mar-16,UC Web,22
19-Mar-16,Amazon,3
19-Mar-16,BlackBerry,2
20-Mar-16,Google,6162
20-Mar-16,Mozilla,1632
20-Mar-16,Apple,911
20-Mar-16,Microsoft,274
20-Mar-16,Yandex,174
20-Mar-16,Other,105
20-Mar-16,Opera,43
20-Mar-16,UC Web,39
20-Mar-16,Amazon,4
20-Mar-16,BlackBerry,2
21-Mar-16,Google,9270
21-Mar-16,Mozilla,2887
21-Mar-16,Apple,1048
21-Mar-16,Microsoft,571
21-Mar-16,Yandex,154
21-Mar-16,Other,102
21-Mar-16,Opera,53
21-Mar-16,UC Web,24
21-Mar-16,BlackBerry,2
21-Mar-16,Amazon,2
22-Mar-16,Google,10177
22-Mar-16,Mozilla,2845
22-Mar-16,Apple,1166
22-Mar-16,Microsoft,587
22-Mar-16,Yandex,177
22-Mar-16,Other,120
22-Mar-16,Opera,38
22-Mar-16,UC Web,25
22-Mar-16,Amazon,7
22-Mar-16,BlackBerry,6
23-Mar-16,Google,9821
23-Mar-16,Mozilla,2811
23-Mar-16,Apple,1219
23-Mar-16,Microsoft,558
23-Mar-16,Yandex,168
23-Mar-16,Other,112
23-Mar-16,Opera,35
23-Mar-16,UC Web,24
23-Mar-16,Amazon,8
23-Mar-16,BlackBerry,3
24-Mar-16,Google,8932
24-Mar-16,Mozilla,2638
24-Mar-16,Apple,1233
24-Mar-16,Microsoft,513
24-Mar-16,Other,123
24-Mar-16,Yandex,81
24-Mar-16,Opera,40
24-Mar-16,UC Web,27
24-Mar-16,BlackBerry,6
24-Mar-16,Amazon,5
25-Mar-16,Google,7584
25-Mar-16,Mozilla,2036
25-Mar-16,Apple,995
25-Mar-16,Microsoft,395
25-Mar-16,Yandex,110
25-Mar-16,Other,107
25-Mar-16,Opera,34
25-Mar-16,UC Web,24
25-Mar-16,Amazon,3
25-Mar-16,BlackBerry,1
26-Mar-16,Google,6108
26-Mar-16,Mozilla,1500
26-Mar-16,Apple,810
26-Mar-16,Microsoft,269
26-Mar-16,Other,113
26-Mar-16,Yandex,96
26-Mar-16,UC Web,40
26-Mar-16,Opera,34
26-Mar-16,Amazon,3
26-Mar-16,BlackBerry,2
27-Mar-16,Google,6073
27-Mar-16,Mozilla,1451
27-Mar-16,Apple,834
27-Mar-16,Microsoft,271
27-Mar-16,Yandex,133
27-Mar-16,Other,95
27-Mar-16,Opera,43
27-Mar-16,UC Web,25
27-Mar-16,Amazon,6
27-Mar-16,BlackBerry,2
28-Mar-16,Google,8704
28-Mar-16,Mozilla,2317
28-Mar-16,Apple,1010
28-Mar-16,Microsoft,539
28-Mar-16,Yandex,130
28-Mar-16,Other,109
28-Mar-16,Opera,50
28-Mar-16,UC Web,32
28-Mar-16,Amazon,7
28-Mar-16,BlackBerry,4
29-Mar-16,Google,9693
29-Mar-16,Mozilla,2850
29-Mar-16,Apple,1053
29-Mar-16,Microsoft,599
29-Mar-16,Yandex,128
29-Mar-16,Other,92
29-Mar-16,Opera,42
29-Mar-16,UC Web,19
29-Mar-16,Amazon,7
29-Mar-16,BlackBerry,5
30-Mar-16,Google,9975
30-Mar-16,Mozilla,2927
30-Mar-16,Apple,1118
30-Mar-16,Microsoft,616
30-Mar-16,Other,95
30-Mar-16,Yandex,88
30-Mar-16,Opera,48
30-Mar-16,UC Web,27
30-Mar-16,Nokia,3
30-Mar-16,Amazon,2
31-Mar-16,Google,9523
31-Mar-16,Mozilla,2915
31-Mar-16,Apple,1098
31-Mar-16,Microsoft,607
31-Mar-16,Yandex,140
31-Mar-16,Other,101
31-Mar-16,Opera,34
31-Mar-16,UC Web,30
31-Mar-16,BlackBerry,4
31-Mar-16,Nokia,1
1-Apr-16,Google,10142
1-Apr-16,Mozilla,3031
1-Apr-16,Apple,1375
1-Apr-16,Microsoft,566
1-Apr-16,Other,149
1-Apr-16,Yandex,113
1-Apr-16,Opera,31
1-Apr-16,UC Web,28
1-Apr-16,BlackBerry,6
1-Apr-16,Amazon,3
2-Apr-16,Google,6916
2-Apr-16,Mozilla,1640
2-Apr-16,Apple,945
2-Apr-16,Microsoft,232
2-Apr-16,Yandex,122
2-Apr-16,Other,120
2-Apr-16,UC Web,46
2-Apr-16,Opera,40
2-Apr-16,Amazon,7
2-Apr-16,Nokia,1
3-Apr-16,Google,6813
3-Apr-16,Mozilla,1646
3-Apr-16,Apple,947
3-Apr-16,Microsoft,302
3-Apr-16,Yandex,132
3-Apr-16,Other,106
3-Apr-16,Opera,49
3-Apr-16,UC Web,39
3-Apr-16,Amazon,4
3-Apr-16,Nokia,1
4-Apr-16,Google,9965
4-Apr-16,Mozilla,2894
4-Apr-16,Apple,1154
4-Apr-16,Microsoft,637
4-Apr-16,Yandex,173
4-Apr-16,Other,146
4-Apr-16,Opera,39
4-Apr-16,UC Web,27
4-Apr-16,BlackBerry,4
4-Apr-16,Amazon,4
5-Apr-16,Google,10221
5-Apr-16,Mozilla,3003
5-Apr-16,Apple,1144
5-Apr-16,Microsoft,611
5-Apr-16,Yandex,160
5-Apr-16,Other,117
5-Apr-16,Opera,36
5-Apr-16,UC Web,32
5-Apr-16,Amazon,9
5-Apr-16,BlackBerry,2
6-Apr-16,Google,10745
6-Apr-16,Mozilla,2968
6-Apr-16,Apple,1240
6-Apr-16,Microsoft,626
6-Apr-16,Yandex,125
6-Apr-16,Other,120
6-Apr-16,Opera,41
6-Apr-16,UC Web,26
6-Apr-16,BlackBerry,6
6-Apr-16,Amazon,5
7-Apr-16,Google,10241
7-Apr-16,Mozilla,2918
7-Apr-16,Apple,1200
7-Apr-16,Microsoft,606
7-Apr-16,Other,147
7-Apr-16,Yandex,132
7-Apr-16,UC Web,45
7-Apr-16,Opera,44
7-Apr-16,BlackBerry,3
7-Apr-16,Nokia,2
8-Apr-16,Google,8937
8-Apr-16,Mozilla,2474
8-Apr-16,Apple,1071
8-Apr-16,Microsoft,532
8-Apr-16,Other,119
8-Apr-16,Yandex,105
8-Apr-16,Opera,38
8-Apr-16,UC Web,32
8-Apr-16,BlackBerry,4
8-Apr-16,Netscape,2
9-Apr-16,Google,6715
9-Apr-16,Mozilla,1537
9-Apr-16,Apple,855
9-Apr-16,Microsoft,300
9-Apr-16,Other,130
9-Apr-16,Yandex,96
9-Apr-16,Opera,44
9-Apr-16,UC Web,39
9-Apr-16,BlackBerry,5
9-Apr-16,Amazon,3
10-Apr-16,Google,6893
10-Apr-16,Mozilla,1565
10-Apr-16,Apple,863
10-Apr-16,Microsoft,337
10-Apr-16,Other,139
10-Apr-16,Yandex,108
10-Apr-16,UC Web,41
10-Apr-16,Opera,35
10-Apr-16,BlackBerry,8
10-Apr-16,Amazon,6
11-Apr-16,Google,10240
11-Apr-16,Mozilla,2892
11-Apr-16,Apple,1060
11-Apr-16,Microsoft,647
11-Apr-16,Other,130
11-Apr-16,Yandex,87
11-Apr-16,Opera,35
11-Apr-16,UC Web,32
11-Apr-16,Amazon,4
11-Apr-16,BlackBerry,1
12-Apr-16,Google,10518
12-Apr-16,Mozilla,2913
12-Apr-16,Apple,1172
12-Apr-16,Microsoft,630
12-Apr-16,Other,144
12-Apr-16,Yandex,90
12-Apr-16,Opera,31
12-Apr-16,UC Web,27
12-Apr-16,BlackBerry,6
12-Apr-16,Amazon,2
13-Apr-16,Google,10011
13-Apr-16,Mozilla,2860
13-Apr-16,Apple,1081
13-Apr-16,Microsoft,555
13-Apr-16,Other,133
13-Apr-16,Yandex,107
13-Apr-16,Opera,49
13-Apr-16,UC Web,32
13-Apr-16,BlackBerry,3
13-Apr-16,Amazon,3
14-Apr-16,Google,9756
14-Apr-16,Mozilla,2890
14-Apr-16,Apple,1077
14-Apr-16,Microsoft,643
14-Apr-16,Other,134
14-Apr-16,Yandex,112
14-Apr-16,UC Web,37
14-Apr-16,Opera,36
14-Apr-16,Amazon,6
14-Apr-16,BlackBerry,2
15-Apr-16,Google,8974
15-Apr-16,Mozilla,2610
15-Apr-16,Apple,1063
15-Apr-16,Microsoft,547
15-Apr-16,Yandex,123
15-Apr-16,Other,114
15-Apr-16,UC Web,46
15-Apr-16,Opera,34
15-Apr-16,BlackBerry,2
15-Apr-16,Nokia,1
16-Apr-16,Google,6179
16-Apr-16,Mozilla,1638
16-Apr-16,Apple,819
16-Apr-16,Microsoft,244
16-Apr-16,Other,141
16-Apr-16,Yandex,115
16-Apr-16,Opera,48
16-Apr-16,UC Web,34
16-Apr-16,Amazon,4
16-Apr-16,Nokia,1
17-Apr-16,Google,6635
17-Apr-16,Mozilla,1615
17-Apr-16,Apple,920
17-Apr-16,Microsoft,294
17-Apr-16,Yandex,134
17-Apr-16,Other,130
17-Apr-16,Opera,48
17-Apr-16,UC Web,41
17-Apr-16,Amazon,3
17-Apr-16,BlackBerry,2
18-Apr-16,Google,10324
18-Apr-16,Mozilla,2791
18-Apr-16,Apple,1113
18-Apr-16,Microsoft,662
18-Apr-16,Other,145
18-Apr-16,Yandex,114
18-Apr-16,UC Web,46
18-Apr-16,Opera,38
18-Apr-16,Amazon,5
18-Apr-16,BlackBerry,1
19-Apr-16,Google,11504
19-Apr-16,Mozilla,3205
19-Apr-16,Apple,1281
19-Apr-16,Microsoft,691
19-Apr-16,Other,164
19-Apr-16,Yandex,99
19-Apr-16,Opera,85
19-Apr-16,UC Web,51
19-Apr-16,Amazon,2
19-Apr-16,Nokia,1
20-Apr-16,Google,11076
20-Apr-16,Mozilla,3071
20-Apr-16,Apple,1146
20-Apr-16,Microsoft,616
20-Apr-16,Other,138
20-Apr-16,Yandex,126
20-Apr-16,UC Web,58
20-Apr-16,Opera,41
20-Apr-16,Nokia,2
20-Apr-16,Amazon,2
21-Apr-16,Google,10588
21-Apr-16,Mozilla,2958
21-Apr-16,Apple,1167
21-Apr-16,Microsoft,605
21-Apr-16,Yandex,160
21-Apr-16,Other,114
21-Apr-16,Opera,47
21-Apr-16,UC Web,36
21-Apr-16,Amazon,5
21-Apr-16,Nokia,1
22-Apr-16,Google,9061
22-Apr-16,Mozilla,2639
22-Apr-16,Apple,1045
22-Apr-16,Microsoft,514
22-Apr-16,Yandex,179
22-Apr-16,Other,122
22-Apr-16,Opera,42
22-Apr-16,UC Web,35
22-Apr-16,Amazon,6
22-Apr-16,BlackBerry,2
23-Apr-16,Google,6636
23-Apr-16,Mozilla,1743
23-Apr-16,Apple,936
23-Apr-16,Microsoft,257
23-Apr-16,Yandex,154
23-Apr-16,Other,146
23-Apr-16,Opera,51
23-Apr-16,UC Web,38
23-Apr-16,Amazon,3
23-Apr-16,Nokia,2
24-Apr-16,Google,7141
24-Apr-16,Mozilla,1726
24-Apr-16,Apple,927
24-Apr-16,Microsoft,282
24-Apr-16,Yandex,160
24-Apr-16,Other,119
24-Apr-16,Opera,77
24-Apr-16,UC Web,43
24-Apr-16,Amazon,2
24-Apr-16,Nokia,1
25-Apr-16,Google,10316
25-Apr-16,Mozilla,2924
25-Apr-16,Apple,1168
25-Apr-16,Microsoft,564
25-Apr-16,Other,171
25-Apr-16,Yandex,150
25-Apr-16,Opera,42
25-Apr-16,UC Web,38
25-Apr-16,Nokia,1
25-Apr-16,BlackBerry,1
26-Apr-16,Google,10615
26-Apr-16,Mozilla,2957
26-Apr-16,Apple,1109
26-Apr-16,Microsoft,733
26-Apr-16,Other,156
26-Apr-16,Yandex,148
26-Apr-16,Opera,54
26-Apr-16,UC Web,40
26-Apr-16,BlackBerry,4
26-Apr-16,Netscape,3
27-Apr-16,Google,11271
27-Apr-16,Mozilla,3150
27-Apr-16,Apple,1379
27-Apr-16,Microsoft,738
27-Apr-16,Yandex,180
27-Apr-16,Other,172
27-Apr-16,Opera,50
27-Apr-16,UC Web,49
27-Apr-16,Amazon,7
27-Apr-16,BlackBerry,5
28-Apr-16,Google,12180
28-Apr-16,Mozilla,3153
28-Apr-16,Apple,1503
28-Apr-16,Microsoft,770
28-Apr-16,Yandex,177
28-Apr-16,Other,175
28-Apr-16,Opera,77
28-Apr-16,UC Web,49
28-Apr-16,BlackBerry,7
28-Apr-16,Amazon,4
29-Apr-16,Google,9873
29-Apr-16,Mozilla,2600
29-Apr-16,Apple,1192
29-Apr-16,Microsoft,582
29-Apr-16,Yandex,195
29-Apr-16,Other,163
29-Apr-16,Opera,55
29-Apr-16,UC Web,35
29-Apr-16,BlackBerry,9
29-Apr-16,Amazon,5
30-Apr-16,Google,6755
30-Apr-16,Mozilla,1559
30-Apr-16,Apple,1033
30-Apr-16,Microsoft,354
30-Apr-16,Other,161
30-Apr-16,Yandex,158
30-Apr-16,Opera,61
30-Apr-16,UC Web,58
30-Apr-16,BlackBerry,9
30-Apr-16,Amazon,6
1-May-16,Google,6711
1-May-16,Mozilla,1504
1-May-16,Apple,975
1-May-16,Microsoft,323
1-May-16,Other,155
1-May-16,Yandex,122
1-May-16,Opera,56
1-May-16,UC Web,49
1-May-16,BlackBerry,5
1-May-16,Amazon,4
2-May-16,Google,10155
2-May-16,Mozilla,2569
2-May-16,Apple,1178
2-May-16,Microsoft,591
2-May-16,Other,146
2-May-16,Yandex,125
2-May-16,Opera,59
2-May-16,UC Web,50
2-May-16,BlackBerry,5
2-May-16,Amazon,3
3-May-16,Google,10446
3-May-16,Mozilla,2686
3-May-16,Apple,1120
3-May-16,Microsoft,652
3-May-16,Other,152
3-May-16,Yandex,134
3-May-16,Opera,58
3-May-16,UC Web,47
3-May-16,Nokia,3
3-May-16,Amazon,3
4-May-16,Google,10691
4-May-16,Mozilla,2835
4-May-16,Apple,1142
4-May-16,Microsoft,582
4-May-16,Yandex,178
4-May-16,Other,147
4-May-16,Opera,66
4-May-16,UC Web,39
4-May-16,Amazon,5
4-May-16,BlackBerry,2
5-May-16,Google,10011
5-May-16,Mozilla,2451
5-May-16,Apple,1155
5-May-16,Microsoft,500
5-May-16,Other,160
5-May-16,Yandex,124
5-May-16,Opera,57
5-May-16,UC Web,38
5-May-16,BlackBerry,4
5-May-16,Netscape,1
6-May-16,Google,9129
6-May-16,Mozilla,2210
6-May-16,Apple,1051
6-May-16,Microsoft,512
6-May-16,Other,134
6-May-16,Yandex,121
6-May-16,Opera,69
6-May-16,UC Web,27
6-May-16,Nokia,5
6-May-16,BlackBerry,5
7-May-16,Google,6420
7-May-16,Mozilla,1495
7-May-16,Apple,936
7-May-16,Microsoft,319
7-May-16,Yandex,142
7-May-16,Other,131
7-May-16,Opera,49
7-May-16,UC Web,33
7-May-16,Nokia,4
7-May-16,BlackBerry,4
8-May-16,Google,6516
8-May-16,Mozilla,1467
8-May-16,Apple,892
8-May-16,Microsoft,296
8-May-16,Yandex,162
8-May-16,Other,158
8-May-16,Opera,47
8-May-16,UC Web,31
8-May-16,BlackBerry,4
8-May-16,Amazon,3
9-May-16,Google,10134
9-May-16,Mozilla,2801
9-May-16,Apple,1066
9-May-16,Microsoft,647
9-May-16,Other,147
9-May-16,Yandex,140
9-May-16,Opera,68
9-May-16,UC Web,38
9-May-16,BlackBerry,4
9-May-16,Amazon,4
10-May-16,Google,11143
10-May-16,Mozilla,2917
10-May-16,Apple,1210
10-May-16,Microsoft,672
10-May-16,Other,153
10-May-16,Yandex,129
10-May-16,Opera,35
10-May-16,UC Web,28
10-May-16,Nokia,3
10-May-16,BlackBerry,3
11-May-16,Google,11164
11-May-16,Mozilla,2842
11-May-16,Apple,1268
11-May-16,Microsoft,675
11-May-16,Yandex,162
11-May-16,Other,153
11-May-16,Opera,37
11-May-16,UC Web,20
11-May-16,BlackBerry,3
11-May-16,Amazon,3
12-May-16,Google,10916
12-May-16,Mozilla,2896
12-May-16,Apple,1326
12-May-16,Microsoft,683
12-May-16,Other,152
12-May-16,Yandex,126
12-May-16,Opera,59
12-May-16,UC Web,33
12-May-16,BlackBerry,6
12-May-16,Amazon,3
13-May-16,Google,9829
13-May-16,Mozilla,2655
13-May-16,Apple,1199
13-May-16,Microsoft,602
13-May-16,Yandex,138
13-May-16,Other,138
13-May-16,UC Web,37
13-May-16,Opera,35
13-May-16,BlackBerry,2
13-May-16,Amazon,2
14-May-16,Google,7326
14-May-16,Mozilla,1595
14-May-16,Apple,960
14-May-16,Microsoft,318
14-May-16,Other,180
14-May-16,Yandex,110
14-May-16,UC Web,34
14-May-16,Opera,33
14-May-16,BlackBerry,4
14-May-16,Amazon,2
15-May-16,Google,7686
15-May-16,Mozilla,1561
15-May-16,Apple,948
15-May-16,Microsoft,357
15-May-16,Other,150
15-May-16,Yandex,139
15-May-16,Opera,37
15-May-16,UC Web,36
15-May-16,Nokia,8
15-May-16,BlackBerry,3
16-May-16,Google,10983
16-May-16,Mozilla,2525
16-May-16,Apple,1120
16-May-16,Microsoft,568
16-May-16,Yandex,157
16-May-16,Other,153
16-May-16,Opera,41
16-May-16,UC Web,23
16-May-16,Nokia,12
16-May-16,BlackBerry,4
17-May-16,Google,11688
17-May-16,Mozilla,3182
17-May-16,Apple,1145
17-May-16,Microsoft,718
17-May-16,Yandex,158
17-May-16,Other,135
17-May-16,Opera,55
17-May-16,UC Web,27
17-May-16,BlackBerry,5
17-May-16,Nokia,2
18-May-16,Google,11290
18-May-16,Mozilla,3107
18-May-16,Apple,1214
18-May-16,Microsoft,734
18-May-16,Other,164
18-May-16,Yandex,154
18-May-16,Opera,33
18-May-16,UC Web,19
18-May-16,Amazon,6
18-May-16,BlackBerry,5
