Date,Browser,Visits
28-Feb-16,Microsoft Internet Explorer (unknown version),4
28-Feb-16,Microsoft MSN Explorer,2
28-Feb-16,Internet Explorer Mobile 10.0,1
28-Feb-16,Internet Explorer 10.0,1
28-Feb-16,Microsoft MSN Explorer 9.0,1
29-Feb-16,Microsoft Internet Explorer 11,19835
29-Feb-16,Microsoft Internet Explorer 10,1181
29-Feb-16,Microsoft Internet Explorer 9,1180
29-Feb-16,Microsoft Internet Explorer 8,722
29-Feb-16,Internet Explorer Mobile 11.0,223
29-Feb-16,Microsoft Internet Explorer (unknown version),16
29-Feb-16,Internet Explorer 11.0,12
29-Feb-16,Microsoft Internet Explorer 7.0,11
29-Feb-16,Microsoft Internet Explorer 6.0,4
29-Feb-16,Microsoft MSN Explorer,4
29-Feb-16,Internet Explorer Mobile 9.0,3
29-Feb-16,Internet Explorer 9.0,2
29-Feb-16,Internet Explorer Mobile,2
29-Feb-16,Microsoft MSN Explorer 9.0,2
29-Feb-16,Internet Explorer Mobile 10.0,1
29-Feb-16,Internet Explorer Mobile 7.0,1
29-Feb-16,Internet Explorer 10.0,1
29-Feb-16,Microsoft Internet Explorer 7.0 beta,1
1-Mar-16,Microsoft Internet Explorer 11,25434
1-Mar-16,Microsoft Internet Explorer 9,1508
1-Mar-16,Microsoft Internet Explorer 10,1466
1-Mar-16,Microsoft Internet Explorer 8,793
1-Mar-16,Internet Explorer Mobile 11.0,383
1-Mar-16,Microsoft Internet Explorer 6.0,20
1-Mar-16,Internet Explorer 11.0,18
1-Mar-16,Microsoft Internet Explorer (unknown version),16
1-Mar-16,Microsoft MSN Explorer,13
1-Mar-16,Microsoft Internet Explorer 7.0,9
1-Mar-16,Internet Explorer Mobile 10.0,4
1-Mar-16,Internet Explorer 10.0,1
1-Mar-16,Microsoft Internet Explorer 5.5,1
1-Mar-16,Microsoft Internet Explorer 4.01,1
2-Mar-16,Microsoft Internet Explorer 11,25472
2-Mar-16,Microsoft Internet Explorer 10,1540
2-Mar-16,Microsoft Internet Explorer 9,1532
2-Mar-16,Microsoft Internet Explorer 8,697
2-Mar-16,Internet Explorer Mobile 11.0,217
2-Mar-16,Microsoft Internet Explorer 6.0,26
2-Mar-16,Internet Explorer 11.0,13
2-Mar-16,Microsoft Internet Explorer (unknown version),11
2-Mar-16,Microsoft Internet Explorer 7.0,10
2-Mar-16,Microsoft MSN Explorer,10
3-Mar-16,Microsoft Internet Explorer 11,22698
3-Mar-16,Microsoft Internet Explorer 10,1365
3-Mar-16,Microsoft Internet Explorer 9,1365
3-Mar-16,Microsoft Internet Explorer 8,713
3-Mar-16,Internet Explorer Mobile 11.0,189
3-Mar-16,Microsoft Internet Explorer (unknown version),44
3-Mar-16,Microsoft Internet Explorer 6.0,21
3-Mar-16,Internet Explorer 11.0,14
3-Mar-16,Microsoft Internet Explorer 7.0,8
3-Mar-16,Microsoft MSN Explorer,6
3-Mar-16,Internet Explorer Mobile 10.0,5
3-Mar-16,Internet Explorer Mobile 9.0,4
3-Mar-16,Microsoft Internet Explorer 5.5,1
4-Mar-16,Microsoft Internet Explorer 11,16693
4-Mar-16,Microsoft Internet Explorer 9,1092
4-Mar-16,Microsoft Internet Explorer 10,973
4-Mar-16,Microsoft Internet Explorer 8,555
4-Mar-16,Internet Explorer Mobile 11.0,227
4-Mar-16,Microsoft Internet Explorer (unknown version),54
4-Mar-16,Microsoft Internet Explorer 6.0,26
4-Mar-16,Internet Explorer 11.0,12
4-Mar-16,Microsoft MSN Explorer,7
4-Mar-16,Internet Explorer Mobile 10.0,6
4-Mar-16,Microsoft Internet Explorer 7.0,6
4-Mar-16,Internet Explorer 9.0,2
4-Mar-16,Internet Explorer Mobile 9.0,2
4-Mar-16,Internet Explorer Mobile 7.0,1
4-Mar-16,Microsoft Internet Explorer 5.5,1
5-Mar-16,Microsoft Internet Explorer 11,3489
5-Mar-16,Microsoft Internet Explorer 9,398
5-Mar-16,Microsoft Internet Explorer 10,276
5-Mar-16,Microsoft Internet Explorer 8,228
5-Mar-16,Internet Explorer Mobile 11.0,194
5-Mar-16,Internet Explorer 11.0,9
5-Mar-16,Microsoft Internet Explorer 6.0,9
5-Mar-16,Microsoft Internet Explorer 7.0,7
5-Mar-16,Internet Explorer Mobile 10.0,5
5-Mar-16,Microsoft Internet Explorer (unknown version),4
5-Mar-16,Microsoft Internet Explorer 7.0 beta,2
5-Mar-16,Microsoft MSN Explorer,2
5-Mar-16,Microsoft MSN Explorer 9.0,1
6-Mar-16,Microsoft Internet Explorer 11,6291
6-Mar-16,Microsoft Internet Explorer 9,533
6-Mar-16,Microsoft Internet Explorer 10,364
6-Mar-16,Microsoft Internet Explorer 8,324
6-Mar-16,Internet Explorer Mobile 11.0,147
6-Mar-16,Internet Explorer 11.0,14
6-Mar-16,Microsoft Internet Explorer (unknown version),11
6-Mar-16,Microsoft Internet Explorer 6.0,8
6-Mar-16,Microsoft Internet Explorer 7.0,6
6-Mar-16,Internet Explorer Mobile 10.0,4
6-Mar-16,Internet Explorer 10.0,2
6-Mar-16,Microsoft MSN Explorer,1
7-Mar-16,Microsoft Internet Explorer 11,20911
7-Mar-16,Microsoft Internet Explorer 9,1303
7-Mar-16,Microsoft Internet Explorer 10,1204
7-Mar-16,Microsoft Internet Explorer 8,709
7-Mar-16,Internet Explorer Mobile 11.0,173
7-Mar-16,Microsoft Internet Explorer (unknown version),28
7-Mar-16,Internet Explorer 11.0,16
7-Mar-16,Microsoft Internet Explorer 6.0,10
7-Mar-16,Microsoft Internet Explorer 7.0,8
7-Mar-16,Internet Explorer Mobile 10.0,4
7-Mar-16,Microsoft MSN Explorer,4
7-Mar-16,Internet Explorer 10.0,2
8-Mar-16,Microsoft Internet Explorer 11,23518
8-Mar-16,Microsoft Internet Explorer 10,1405
8-Mar-16,Microsoft Internet Explorer 9,1330
8-Mar-16,Microsoft Internet Explorer 8,742
8-Mar-16,Internet Explorer Mobile 11.0,226
8-Mar-16,Microsoft Internet Explorer 7.0,15
8-Mar-16,Internet Explorer 11.0,12
8-Mar-16,Microsoft Internet Explorer (unknown version),12
8-Mar-16,Microsoft Internet Explorer 6.0,8
8-Mar-16,Internet Explorer Mobile 10.0,2
8-Mar-16,Internet Explorer Mobile 9.0,1
8-Mar-16,Microsoft MSN Explorer,1
9-Mar-16,Microsoft Internet Explorer 11,22003
9-Mar-16,Microsoft Internet Explorer 9,1318
9-Mar-16,Microsoft Internet Explorer 10,1254
9-Mar-16,Microsoft Internet Explorer 8,692
9-Mar-16,Internet Explorer Mobile 11.0,201
9-Mar-16,Internet Explorer 11.0,23
9-Mar-16,Microsoft Internet Explorer (unknown version),15
9-Mar-16,Microsoft Internet Explorer 7.0,13
9-Mar-16,Microsoft Internet Explorer 6.0,7
9-Mar-16,Microsoft MSN Explorer,7
9-Mar-16,Internet Explorer Mobile 10.0,2
9-Mar-16,Internet Explorer 10.0,2
9-Mar-16,Microsoft Internet Explorer 5.5,2
9-Mar-16,Internet Explorer Mobile 9.0,1
10-Mar-16,Microsoft Internet Explorer 11,21833
10-Mar-16,Microsoft Internet Explorer 9,1571
10-Mar-16,Microsoft Internet Explorer 10,1257
10-Mar-16,Microsoft Internet Explorer 8,661
10-Mar-16,Internet Explorer Mobile 11.0,184
10-Mar-16,Microsoft Internet Explorer (unknown version),22
10-Mar-16,Internet Explorer 11.0,15
10-Mar-16,Microsoft Internet Explorer 7.0,15
10-Mar-16,Microsoft Internet Explorer 6.0,7
10-Mar-16,Internet Explorer Mobile 10.0,4
10-Mar-16,Microsoft MSN Explorer,3
10-Mar-16,Internet Explorer Mobile 9.0,2
10-Mar-16,Microsoft Internet Explorer 5.5,2
10-Mar-16,Internet Explorer 10.0,1
10-Mar-16,Microsoft MSN Explorer 9.0,1
11-Mar-16,Microsoft Internet Explorer 11,15553
11-Mar-16,Microsoft Internet Explorer 9,1473
11-Mar-16,Microsoft Internet Explorer 10,907
11-Mar-16,Microsoft Internet Explorer 8,456
11-Mar-16,Internet Explorer Mobile 11.0,149
11-Mar-16,Internet Explorer 11.0,15
11-Mar-16,Microsoft Internet Explorer (unknown version),15
11-Mar-16,Microsoft Internet Explorer 6.0,12
11-Mar-16,Microsoft MSN Explorer,6
11-Mar-16,Microsoft Internet Explorer 7.0,5
11-Mar-16,Internet Explorer Mobile 10.0,2
11-Mar-16,Internet Explorer Mobile 7.0,2
11-Mar-16,Internet Explorer Mobile 9.0,2
11-Mar-16,Microsoft MSN Explorer 9.0,2
11-Mar-16,Internet Explorer 10.0,1
12-Mar-16,Microsoft Internet Explorer 11,3361
12-Mar-16,Microsoft Internet Explorer 9,313
12-Mar-16,Microsoft Internet Explorer 10,203
12-Mar-16,Microsoft Internet Explorer 8,200
12-Mar-16,Internet Explorer Mobile 11.0,142
12-Mar-16,Internet Explorer 11.0,12
12-Mar-16,Microsoft Internet Explorer 6.0,9
12-Mar-16,Microsoft Internet Explorer 7.0,5
12-Mar-16,Internet Explorer Mobile 10.0,2
12-Mar-16,Microsoft Internet Explorer (unknown version),2
12-Mar-16,Microsoft MSN Explorer,2
12-Mar-16,Internet Explorer Mobile 9.0,1
12-Mar-16,Internet Explorer 10.0,1
12-Mar-16,Internet Explorer Mobile,1
13-Mar-16,Microsoft Internet Explorer 11,5377
13-Mar-16,Microsoft Internet Explorer 9,413
13-Mar-16,Microsoft Internet Explorer 10,306
13-Mar-16,Microsoft Internet Explorer 8,234
13-Mar-16,Internet Explorer Mobile 11.0,128
13-Mar-16,Internet Explorer 11.0,16
13-Mar-16,Microsoft Internet Explorer 7.0,8
13-Mar-16,Microsoft Internet Explorer 6.0,8
13-Mar-16,Microsoft MSN Explorer,3
13-Mar-16,Internet Explorer Mobile 9.0,2
13-Mar-16,Internet Explorer 9.0,1
13-Mar-16,Internet Explorer Mobile 10.0,1
13-Mar-16,Internet Explorer Mobile 7.0,1
13-Mar-16,Internet Explorer 10.0,1
13-Mar-16,Microsoft Internet Explorer (unknown version),1
14-Mar-16,Microsoft Internet Explorer 11,20926
14-Mar-16,Microsoft Internet Explorer 9,1185
14-Mar-16,Microsoft Internet Explorer 10,1184
14-Mar-16,Microsoft Internet Explorer 8,614
14-Mar-16,Internet Explorer Mobile 11.0,138
14-Mar-16,Microsoft Internet Explorer (unknown version),19
14-Mar-16,Microsoft Internet Explorer 6.0,19
14-Mar-16,Internet Explorer 11.0,12
14-Mar-16,Microsoft Internet Explorer 7.0,9
14-Mar-16,Microsoft MSN Explorer,9
14-Mar-16,Internet Explorer Mobile 10.0,3
14-Mar-16,Internet Explorer Mobile 9.0,3
14-Mar-16,Internet Explorer 10.0,1
14-Mar-16,Microsoft MSN Explorer 9.0,1
15-Mar-16,Microsoft Internet Explorer 11,21516
15-Mar-16,Microsoft Internet Explorer 10,1209
15-Mar-16,Microsoft Internet Explorer 9,1202
15-Mar-16,Microsoft Internet Explorer 8,638
15-Mar-16,Internet Explorer Mobile 11.0,173
15-Mar-16,Microsoft Internet Explorer (unknown version),18
15-Mar-16,Internet Explorer 11.0,15
15-Mar-16,Microsoft Internet Explorer 6.0,13
15-Mar-16,Microsoft Internet Explorer 7.0,10
15-Mar-16,Microsoft MSN Explorer,5
15-Mar-16,Internet Explorer 9.0,2
15-Mar-16,Internet Explorer Mobile 10.0,2
15-Mar-16,Internet Explorer 10.0,2
15-Mar-16,Internet Explorer Mobile 7.0,1
15-Mar-16,Internet Explorer Mobile 9.0,1
16-Mar-16,Microsoft Internet Explorer 11,21593
16-Mar-16,Microsoft Internet Explorer 9,1237
16-Mar-16,Microsoft Internet Explorer 10,1189
16-Mar-16,Microsoft Internet Explorer 8,648
16-Mar-16,Internet Explorer Mobile 11.0,178
16-Mar-16,Internet Explorer 11.0,18
16-Mar-16,Microsoft Internet Explorer (unknown version),14
16-Mar-16,Microsoft Internet Explorer 6.0,14
16-Mar-16,Microsoft Internet Explorer 7.0,10
16-Mar-16,Microsoft MSN Explorer,3
16-Mar-16,Internet Explorer Mobile 10.0,2
16-Mar-16,Internet Explorer Mobile 9.0,2
16-Mar-16,Internet Explorer 10.0,1
16-Mar-16,Microsoft MSN Explorer 9.0,1
17-Mar-16,Microsoft Internet Explorer 11,20235
17-Mar-16,Microsoft Internet Explorer 9,1179
17-Mar-16,Microsoft Internet Explorer 10,1150
17-Mar-16,Microsoft Internet Explorer 8,626
17-Mar-16,Internet Explorer Mobile 11.0,163
17-Mar-16,Microsoft Internet Explorer 6.0,19
17-Mar-16,Microsoft Internet Explorer 7.0,15
17-Mar-16,Internet Explorer 11.0,11
17-Mar-16,Microsoft Internet Explorer (unknown version),11
17-Mar-16,Microsoft MSN Explorer,10
17-Mar-16,Internet Explorer Mobile 7.0,2
17-Mar-16,Internet Explorer Mobile 10.0,1
17-Mar-16,Internet Explorer Mobile 9.0,1
17-Mar-16,Internet Explorer 10.0,1
17-Mar-16,Microsoft MSN Explorer 9.0,1
17-Mar-16,Microsoft Internet Explorer 7.0 beta,1
17-Mar-16,Microsoft Internet Explorer 5.5,1
17-Mar-16,Microsoft Internet Explorer 3.0,1
18-Mar-16,Microsoft Internet Explorer 11,16034
18-Mar-16,Microsoft Internet Explorer 9,941
18-Mar-16,Microsoft Internet Explorer 10,842
18-Mar-16,Microsoft Internet Explorer 8,510
18-Mar-16,Internet Explorer Mobile 11.0,177
18-Mar-16,Internet Explorer 11.0,18
18-Mar-16,Microsoft Internet Explorer (unknown version),14
18-Mar-16,Microsoft Internet Explorer 6.0,14
18-Mar-16,Microsoft Internet Explorer 7.0,10
18-Mar-16,Microsoft MSN Explorer,4
18-Mar-16,Internet Explorer Mobile 9.0,3
18-Mar-16,Internet Explorer Mobile 10.0,1
18-Mar-16,Internet Explorer Mobile 7.0,1
18-Mar-16,Internet Explorer 10.0,1
18-Mar-16,Microsoft Internet Explorer 7.0 beta,1
19-Mar-16,Microsoft Internet Explorer 11,2961
19-Mar-16,Microsoft Internet Explorer 9,343
19-Mar-16,Microsoft Internet Explorer 10,200
19-Mar-16,Microsoft Internet Explorer 8,188
19-Mar-16,Internet Explorer Mobile 11.0,106
19-Mar-16,Internet Explorer 11.0,15
19-Mar-16,Microsoft Internet Explorer 7.0,8
19-Mar-16,Microsoft Internet Explorer (unknown version),4
19-Mar-16,Internet Explorer Mobile 10.0,3
19-Mar-16,Microsoft Internet Explorer 6.0,3
19-Mar-16,Internet Explorer Mobile 7.0,1
19-Mar-16,Internet Explorer Mobile 9.0,1
20-Mar-16,Microsoft Internet Explorer 11,3760
20-Mar-16,Microsoft Internet Explorer 9,392
20-Mar-16,Microsoft Internet Explorer 10,248
20-Mar-16,Microsoft Internet Explorer 8,194
20-Mar-16,Internet Explorer Mobile 11.0,119
20-Mar-16,Microsoft Internet Explorer 6.0,13
20-Mar-16,Internet Explorer 11.0,5
20-Mar-16,Microsoft Internet Explorer (unknown version),4
20-Mar-16,Internet Explorer Mobile 10.0,2
20-Mar-16,Internet Explorer 10.0,1
20-Mar-16,Microsoft Internet Explorer 7.0,1
21-Mar-16,Microsoft Internet Explorer 11,16648
21-Mar-16,Microsoft Internet Explorer 9,1031
21-Mar-16,Microsoft Internet Explorer 10,1010
21-Mar-16,Microsoft Internet Explorer 8,594
21-Mar-16,Internet Explorer Mobile 11.0,141
21-Mar-16,Microsoft Internet Explorer (unknown version),19
21-Mar-16,Microsoft Internet Explorer 6.0,10
21-Mar-16,Internet Explorer 11.0,8
21-Mar-16,Microsoft Internet Explorer 7.0,5
21-Mar-16,Internet Explorer Mobile 10.0,3
21-Mar-16,Internet Explorer 10.0,1
21-Mar-16,Internet Explorer Mobile,1
21-Mar-16,Microsoft MSN Explorer,1
22-Mar-16,Microsoft Internet Explorer 11,20834
22-Mar-16,Microsoft Internet Explorer 9,1187
22-Mar-16,Microsoft Internet Explorer 10,1104
22-Mar-16,Microsoft Internet Explorer 8,662
22-Mar-16,Internet Explorer Mobile 11.0,172
22-Mar-16,Microsoft Internet Explorer 6.0,17
22-Mar-16,Microsoft Internet Explorer 7.0,16
22-Mar-16,Internet Explorer 11.0,15
22-Mar-16,Microsoft Internet Explorer (unknown version),9
22-Mar-16,Internet Explorer Mobile 10.0,7
22-Mar-16,Microsoft MSN Explorer,3
22-Mar-16,Internet Explorer Mobile 9.0,1
23-Mar-16,Microsoft Internet Explorer 11,19596
23-Mar-16,Microsoft Internet Explorer 9,1135
23-Mar-16,Microsoft Internet Explorer 10,968
23-Mar-16,Microsoft Internet Explorer 8,544
23-Mar-16,Internet Explorer Mobile 11.0,158
23-Mar-16,Microsoft Internet Explorer (unknown version),24
23-Mar-16,Microsoft Internet Explorer 6.0,21
23-Mar-16,Internet Explorer 11.0,20
23-Mar-16,Microsoft Internet Explorer 7.0,7
23-Mar-16,Microsoft MSN Explorer,5
23-Mar-16,Internet Explorer Mobile 10.0,2
23-Mar-16,Microsoft MSN Explorer 9.0,1
23-Mar-16,Microsoft Internet Explorer 5.5,1
24-Mar-16,Microsoft Internet Explorer 11,17890
24-Mar-16,Microsoft Internet Explorer 9,993
24-Mar-16,Microsoft Internet Explorer 10,874
24-Mar-16,Microsoft Internet Explorer 8,524
24-Mar-16,Internet Explorer Mobile 11.0,139
24-Mar-16,Microsoft Internet Explorer 6.0,24
24-Mar-16,Internet Explorer 11.0,14
24-Mar-16,Microsoft Internet Explorer 7.0,6
24-Mar-16,Microsoft Internet Explorer (unknown version),5
24-Mar-16,Internet Explorer Mobile 10.0,4
24-Mar-16,Internet Explorer Mobile 9.0,2
24-Mar-16,Microsoft MSN Explorer,2
24-Mar-16,Internet Explorer 10.0,1
24-Mar-16,Microsoft MSN Explorer 9.0,1
25-Mar-16,Microsoft Internet Explorer 11,9774
25-Mar-16,Microsoft Internet Explorer 9,613
25-Mar-16,Microsoft Internet Explorer 10,475
25-Mar-16,Microsoft Internet Explorer 8,308
25-Mar-16,Internet Explorer Mobile 11.0,146
25-Mar-16,Internet Explorer 11.0,10
25-Mar-16,Microsoft Internet Explorer (unknown version),5
25-Mar-16,Internet Explorer Mobile 9.0,3
25-Mar-16,Microsoft MSN Explorer,3
25-Mar-16,Microsoft Internet Explorer 7.0,2
25-Mar-16,Microsoft Internet Explorer 6.0,2
25-Mar-16,Internet Explorer Mobile 10.0,1
26-Mar-16,Microsoft Internet Explorer 11,2537
26-Mar-16,Microsoft Internet Explorer 9,293
26-Mar-16,Microsoft Internet Explorer 10,169
26-Mar-16,Microsoft Internet Explorer 8,169
26-Mar-16,Internet Explorer Mobile 11.0,117
26-Mar-16,Internet Explorer 11.0,8
26-Mar-16,Microsoft Internet Explorer 7.0,5
26-Mar-16,Internet Explorer Mobile 10.0,4
26-Mar-16,Microsoft Internet Explorer 6.0,3
26-Mar-16,Internet Explorer Mobile 9.0,2
26-Mar-16,Microsoft MSN Explorer,2
26-Mar-16,Microsoft MSN Explorer 9.0,1
26-Mar-16,Microsoft Internet Explorer (unknown version),1
27-Mar-16,Microsoft Internet Explorer 11,4302
27-Mar-16,Microsoft Internet Explorer 9,379
27-Mar-16,Microsoft Internet Explorer 10,236
27-Mar-16,Microsoft Internet Explorer 8,183
27-Mar-16,Internet Explorer Mobile 11.0,82
27-Mar-16,Internet Explorer 11.0,16
27-Mar-16,Microsoft Internet Explorer 6.0,6
27-Mar-16,Microsoft Internet Explorer 7.0,4
27-Mar-16,Internet Explorer Mobile 10.0,3
27-Mar-16,Microsoft Internet Explorer (unknown version),2
27-Mar-16,Internet Explorer Mobile 9.0,1
27-Mar-16,Microsoft MSN Explorer 9.0,1
28-Mar-16,Microsoft Internet Explorer 11,15371
28-Mar-16,Microsoft Internet Explorer 9,839
28-Mar-16,Microsoft Internet Explorer 10,829
28-Mar-16,Microsoft Internet Explorer 8,532
28-Mar-16,Internet Explorer Mobile 11.0,116
28-Mar-16,Internet Explorer 11.0,16
28-Mar-16,Microsoft Internet Explorer 6.0,12
28-Mar-16,Microsoft Internet Explorer 7.0,6
28-Mar-16,Microsoft MSN Explorer,6
28-Mar-16,Microsoft Internet Explorer (unknown version),4
28-Mar-16,Internet Explorer Mobile 10.0,2
28-Mar-16,Internet Explorer Mobile 9.0,2
29-Mar-16,Microsoft Internet Explorer 11,20258
29-Mar-16,Microsoft Internet Explorer 10,1129
29-Mar-16,Microsoft Internet Explorer 9,1070
29-Mar-16,Microsoft Internet Explorer 8,639
29-Mar-16,Internet Explorer Mobile 11.0,143
29-Mar-16,Internet Explorer 11.0,16
29-Mar-16,Microsoft Internet Explorer 6.0,16
29-Mar-16,Microsoft Internet Explorer (unknown version),7
29-Mar-16,Microsoft Internet Explorer 7.0,5
29-Mar-16,Internet Explorer Mobile 10.0,4
29-Mar-16,Internet Explorer Mobile 9.0,4
29-Mar-16,Microsoft MSN Explorer,4
30-Mar-16,Microsoft Internet Explorer 11,19094
30-Mar-16,Microsoft Internet Explorer 9,1094
30-Mar-16,Microsoft Internet Explorer 10,967
30-Mar-16,Microsoft Internet Explorer 8,498
30-Mar-16,Internet Explorer Mobile 11.0,165
30-Mar-16,Internet Explorer 11.0,9
30-Mar-16,Internet Explorer Mobile 10.0,8
30-Mar-16,Microsoft Internet Explorer (unknown version),8
30-Mar-16,Microsoft Internet Explorer 6.0,7
30-Mar-16,Microsoft Internet Explorer 7.0,6
30-Mar-16,Internet Explorer Mobile 9.0,4
30-Mar-16,Microsoft Internet Explorer 6.0 beta,3
30-Mar-16,Microsoft MSN Explorer,3
30-Mar-16,Internet Explorer 10.0,1
