Date,Browser Type,Visits
8-Mar-16,Microsoft,1828
8-Mar-16,Opera,275
8-Mar-16,Other,155
8-Mar-16,UC Web,74
8-Mar-16,BlackBerry,31
8-Mar-16,Yandex,21
8-Mar-16,Amazon,18
9-Mar-16,Google,13345
9-Mar-16,Mozilla,5879
9-Mar-16,Apple,2064
9-Mar-16,Microsoft,1283
9-Mar-16,Opera,194
9-Mar-16,Other,146
9-Mar-16,UC Web,64
9-Mar-16,BlackBerry,18
9-Mar-16,Yandex,11
9-Mar-16,Netscape,10
10-Mar-16,Google,17157
10-Mar-16,Mozilla,8207
10-Mar-16,Apple,3094
10-Mar-16,Microsoft,1750
10-Mar-16,Opera,221
10-Mar-16,Other,130
10-Mar-16,UC Web,59
10-Mar-16,BlackBerry,31
10-Mar-16,Yandex,19
10-Mar-16,Amazon,18
11-Mar-16,Google,12925
11-Mar-16,Mozilla,6074
11-Mar-16,Apple,2123
11-Mar-16,Microsoft,1698
11-Mar-16,Opera,194
11-Mar-16,Other,136
11-Mar-16,UC Web,60
11-Mar-16,BlackBerry,20
11-Mar-16,Netscape,18
11-Mar-16,Yandex,8
12-Mar-16,Google,7893
12-Mar-16,Mozilla,3553
12-Mar-16,Apple,1718
12-Mar-16,Microsoft,495
12-Mar-16,Opera,158
12-Mar-16,Other,100
12-Mar-16,UC Web,75
12-Mar-16,BlackBerry,15
12-Mar-16,Amazon,11
12-Mar-16,Netscape,11
13-Mar-16,Google,9125
13-Mar-16,Mozilla,3798
13-Mar-16,Apple,1888
13-Mar-16,Microsoft,477
13-Mar-16,Opera,188
13-Mar-16,Other,116
13-Mar-16,UC Web,69
13-Mar-16,BlackBerry,17
13-Mar-16,Yandex,11
13-Mar-16,Amazon,11
14-Mar-16,Google,15760
14-Mar-16,Mozilla,6737
14-Mar-16,Apple,2645
14-Mar-16,Microsoft,1349
14-Mar-16,Opera,192
14-Mar-16,Other,157
14-Mar-16,UC Web,89
14-Mar-16,Netscape,26
14-Mar-16,Yandex,24
14-Mar-16,BlackBerry,23
15-Mar-16,Google,15998
15-Mar-16,Mozilla,6620
15-Mar-16,Apple,3242
15-Mar-16,Microsoft,1363
15-Mar-16,Opera,191
15-Mar-16,Other,162
15-Mar-16,UC Web,70
15-Mar-16,BlackBerry,28
15-Mar-16,Amazon,14
15-Mar-16,Yandex,13
16-Mar-16,Google,16195
16-Mar-16,Mozilla,7354
16-Mar-16,Apple,3806
16-Mar-16,Microsoft,1663
16-Mar-16,Opera,186
16-Mar-16,Other,146
16-Mar-16,UC Web,87
16-Mar-16,BlackBerry,28
16-Mar-16,Netscape,21
16-Mar-16,Amazon,18
17-Mar-16,Google,14623
17-Mar-16,Mozilla,6038
17-Mar-16,Apple,2695
17-Mar-16,Microsoft,1270
17-Mar-16,Opera,171
17-Mar-16,Other,164
17-Mar-16,UC Web,62
17-Mar-16,BlackBerry,22
17-Mar-16,Amazon,20
17-Mar-16,Netscape,11
18-Mar-16,Google,18752
18-Mar-16,Mozilla,7800
18-Mar-16,Apple,4446
18-Mar-16,Microsoft,1795
18-Mar-16,Other,298
18-Mar-16,Opera,191
18-Mar-16,UC Web,72
18-Mar-16,Amazon,38
18-Mar-16,BlackBerry,31
18-Mar-16,Netscape,22
19-Mar-16,Google,11915
19-Mar-16,Mozilla,4904
19-Mar-16,Apple,3511
19-Mar-16,Microsoft,560
19-Mar-16,Other,242
19-Mar-16,Opera,158
19-Mar-16,UC Web,63
19-Mar-16,Amazon,31
19-Mar-16,BlackBerry,25
19-Mar-16,Netscape,12
20-Mar-16,Google,9583
20-Mar-16,Mozilla,3886
20-Mar-16,Apple,2342
20-Mar-16,Microsoft,639
20-Mar-16,Opera,164
20-Mar-16,Other,140
20-Mar-16,UC Web,73
20-Mar-16,Amazon,26
20-Mar-16,BlackBerry,21
20-Mar-16,Yandex,12
21-Mar-16,Google,13894
21-Mar-16,Mozilla,5621
21-Mar-16,Apple,2372
21-Mar-16,Microsoft,1285
21-Mar-16,Opera,172
21-Mar-16,Other,132
21-Mar-16,UC Web,88
21-Mar-16,BlackBerry,18
21-Mar-16,Amazon,16
21-Mar-16,Yandex,11
22-Mar-16,Google,14985
22-Mar-16,Mozilla,6317
22-Mar-16,Apple,2777
22-Mar-16,Microsoft,1499
22-Mar-16,Other,175
22-Mar-16,Opera,165
22-Mar-16,UC Web,56
22-Mar-16,BlackBerry,21
22-Mar-16,Yandex,16
22-Mar-16,Netscape,15
23-Mar-16,Google,13060
23-Mar-16,Mozilla,5280
23-Mar-16,Apple,2266
23-Mar-16,Microsoft,1154
23-Mar-16,Opera,170
23-Mar-16,Other,158
23-Mar-16,UC Web,60
23-Mar-16,Yandex,23
23-Mar-16,BlackBerry,21
23-Mar-16,Amazon,14
24-Mar-16,Google,16069
24-Mar-16,Mozilla,6778
24-Mar-16,Apple,5150
24-Mar-16,Microsoft,1542
24-Mar-16,Opera,243
24-Mar-16,Other,199
24-Mar-16,UC Web,78
24-Mar-16,BlackBerry,39
24-Mar-16,Amazon,18
24-Mar-16,Yandex,15
25-Mar-16,Google,11662
25-Mar-16,Mozilla,4752
25-Mar-16,Apple,2842
25-Mar-16,Microsoft,858
25-Mar-16,Opera,202
25-Mar-16,Other,154
25-Mar-16,UC Web,72
25-Mar-16,BlackBerry,22
25-Mar-16,Yandex,19
25-Mar-16,Amazon,16
26-Mar-16,Google,8140
26-Mar-16,Mozilla,3329
26-Mar-16,Apple,2230
26-Mar-16,Microsoft,513
26-Mar-16,Opera,141
26-Mar-16,Other,107
26-Mar-16,UC Web,80
26-Mar-16,Yandex,19
26-Mar-16,BlackBerry,17
26-Mar-16,Amazon,16
27-Mar-16,Google,7910
27-Mar-16,Mozilla,3189
27-Mar-16,Apple,1740
27-Mar-16,Microsoft,473
27-Mar-16,Opera,136
27-Mar-16,Other,95
27-Mar-16,UC Web,86
27-Mar-16,BlackBerry,20
27-Mar-16,Yandex,14
27-Mar-16,Amazon,14
28-Mar-16,Google,14747
28-Mar-16,Mozilla,5073
28-Mar-16,Apple,4399
28-Mar-16,Microsoft,1050
28-Mar-16,Other,212
28-Mar-16,Opera,202
28-Mar-16,UC Web,96
28-Mar-16,BlackBerry,21
28-Mar-16,Amazon,20
28-Mar-16,Yandex,13
29-Mar-16,Google,19779
29-Mar-16,Mozilla,7502
29-Mar-16,Apple,5068
29-Mar-16,Microsoft,1785
29-Mar-16,Other,257
29-Mar-16,Opera,241
29-Mar-16,UC Web,101
29-Mar-16,BlackBerry,37
29-Mar-16,Yandex,20
29-Mar-16,Amazon,19
30-Mar-16,Google,16635
30-Mar-16,Mozilla,6668
30-Mar-16,Apple,3141
30-Mar-16,Microsoft,1405
30-Mar-16,Opera,242
30-Mar-16,Other,180
30-Mar-16,UC Web,90
30-Mar-16,BlackBerry,29
30-Mar-16,Yandex,17
30-Mar-16,Amazon,12
31-Mar-16,Google,14178
31-Mar-16,Mozilla,5748
31-Mar-16,Apple,2407
31-Mar-16,Microsoft,1253
31-Mar-16,Opera,213
31-Mar-16,Other,146
31-Mar-16,UC Web,77
31-Mar-16,Yandex,18
31-Mar-16,BlackBerry,18
31-Mar-16,Amazon,7
1-Apr-16,Google,12417
1-Apr-16,Mozilla,4897
1-Apr-16,Apple,2637
1-Apr-16,Microsoft,1017
1-Apr-16,Opera,191
1-Apr-16,Other,164
1-Apr-16,UC Web,70
1-Apr-16,Amazon,15
1-Apr-16,BlackBerry,14
1-Apr-16,Yandex,11
2-Apr-16,Google,8702
2-Apr-16,Mozilla,3752
2-Apr-16,Apple,2090
2-Apr-16,Microsoft,477
2-Apr-16,Opera,161
2-Apr-16,Other,145
2-Apr-16,UC Web,95
2-Apr-16,BlackBerry,14
2-Apr-16,Yandex,13
2-Apr-16,Amazon,10
3-Apr-16,Google,8305
3-Apr-16,Mozilla,3563
3-Apr-16,Apple,1815
3-Apr-16,Microsoft,536
3-Apr-16,Opera,152
3-Apr-16,Other,126
3-Apr-16,UC Web,64
3-Apr-16,BlackBerry,15
3-Apr-16,Amazon,11
3-Apr-16,Yandex,8
4-Apr-16,Google,13741
4-Apr-16,Mozilla,5638
4-Apr-16,Apple,2546
4-Apr-16,Microsoft,1232
4-Apr-16,Opera,161
4-Apr-16,Other,145
4-Apr-16,UC Web,77
4-Apr-16,Yandex,17
4-Apr-16,BlackBerry,16
4-Apr-16,Amazon,13
5-Apr-16,Google,13533
5-Apr-16,Mozilla,5416
5-Apr-16,Apple,2270
5-Apr-16,Microsoft,1246
5-Apr-16,Opera,181
5-Apr-16,Other,121
5-Apr-16,UC Web,86
5-Apr-16,BlackBerry,17
5-Apr-16,Amazon,15
5-Apr-16,Netscape,14
6-Apr-16,Google,15179
6-Apr-16,Mozilla,6427
6-Apr-16,Apple,2878
6-Apr-16,Microsoft,1491
6-Apr-16,Opera,177
6-Apr-16,Other,141
6-Apr-16,UC Web,70
6-Apr-16,BlackBerry,19
6-Apr-16,Amazon,19
6-Apr-16,Yandex,18
7-Apr-16,Google,14168
7-Apr-16,Mozilla,5598
7-Apr-16,Apple,2425
7-Apr-16,Microsoft,1200
7-Apr-16,Opera,194
7-Apr-16,Other,132
7-Apr-16,UC Web,58
7-Apr-16,BlackBerry,20
7-Apr-16,Amazon,17
7-Apr-16,Yandex,14
8-Apr-16,Google,11948
8-Apr-16,Mozilla,5210
8-Apr-16,Apple,2053
8-Apr-16,Microsoft,995
8-Apr-16,Opera,141
8-Apr-16,Other,118
8-Apr-16,UC Web,67
8-Apr-16,Yandex,16
8-Apr-16,BlackBerry,16
8-Apr-16,Netscape,10
9-Apr-16,Google,8263
9-Apr-16,Mozilla,3804
9-Apr-16,Apple,1943
9-Apr-16,Microsoft,510
9-Apr-16,Opera,149
9-Apr-16,Other,112
9-Apr-16,UC Web,67
9-Apr-16,Amazon,20
9-Apr-16,Netscape,9
9-Apr-16,Yandex,8
10-Apr-16,Google,8350
10-Apr-16,Mozilla,3542
10-Apr-16,Apple,1782
10-Apr-16,Microsoft,578
10-Apr-16,Opera,124
10-Apr-16,Other,117
10-Apr-16,UC Web,63
10-Apr-16,BlackBerry,15
10-Apr-16,Yandex,14
10-Apr-16,Amazon,11
11-Apr-16,Google,13636
11-Apr-16,Mozilla,5482
11-Apr-16,Apple,2220
11-Apr-16,Microsoft,1292
11-Apr-16,Opera,162
11-Apr-16,Other,121
11-Apr-16,UC Web,57
11-Apr-16,Yandex,15
11-Apr-16,BlackBerry,14
11-Apr-16,Amazon,12
12-Apr-16,Google,14963
12-Apr-16,Mozilla,6254
12-Apr-16,Apple,2898
12-Apr-16,Microsoft,1513
12-Apr-16,Opera,185
12-Apr-16,Other,154
12-Apr-16,UC Web,74
12-Apr-16,BlackBerry,19
12-Apr-16,Amazon,17
12-Apr-16,Netscape,12
13-Apr-16,Google,13665
13-Apr-16,Mozilla,5343
13-Apr-16,Apple,2537
13-Apr-16,Microsoft,1240
13-Apr-16,Opera,160
13-Apr-16,Other,128
13-Apr-16,UC Web,53
13-Apr-16,BlackBerry,21
13-Apr-16,Amazon,16
13-Apr-16,Yandex,15
14-Apr-16,Google,13585
14-Apr-16,Mozilla,5614
14-Apr-16,Apple,2255
14-Apr-16,Microsoft,1228
14-Apr-16,Opera,165
14-Apr-16,Other,136
14-Apr-16,UC Web,57
14-Apr-16,BlackBerry,24
14-Apr-16,Amazon,19
14-Apr-16,Yandex,14
15-Apr-16,Google,11970
15-Apr-16,Mozilla,4871
15-Apr-16,Apple,2142
15-Apr-16,Microsoft,1027
15-Apr-16,Opera,165
15-Apr-16,Other,115
15-Apr-16,UC Web,71
15-Apr-16,BlackBerry,20
15-Apr-16,Yandex,13
15-Apr-16,Amazon,10
16-Apr-16,Google,8279
16-Apr-16,Mozilla,3503
16-Apr-16,Apple,2018
16-Apr-16,Microsoft,637
16-Apr-16,Opera,136
16-Apr-16,Other,117
16-Apr-16,UC Web,70
16-Apr-16,Amazon,14
16-Apr-16,Yandex,9
16-Apr-16,BlackBerry,9
17-Apr-16,Google,9071
17-Apr-16,Mozilla,3697
17-Apr-16,Apple,2010
17-Apr-16,Microsoft,507
17-Apr-16,Opera,151
17-Apr-16,Other,101
17-Apr-16,UC Web,67
17-Apr-16,Yandex,13
17-Apr-16,Amazon,12
17-Apr-16,Netscape,11
18-Apr-16,Google,14259
18-Apr-16,Mozilla,5772
18-Apr-16,Apple,2402
18-Apr-16,Microsoft,1308
18-Apr-16,Opera,156
18-Apr-16,Other,135
18-Apr-16,UC Web,58
18-Apr-16,BlackBerry,19
18-Apr-16,Yandex,10
18-Apr-16,Amazon,4
19-Apr-16,Google,15948
19-Apr-16,Mozilla,6822
19-Apr-16,Apple,2923
19-Apr-16,Microsoft,1625
19-Apr-16,Opera,227
19-Apr-16,Other,161
19-Apr-16,UC Web,84
19-Apr-16,BlackBerry,18
19-Apr-16,Yandex,11
19-Apr-16,Amazon,10
20-Apr-16,Google,14541
20-Apr-16,Mozilla,5692
20-Apr-16,Apple,2680
20-Apr-16,Microsoft,1273
20-Apr-16,Opera,180
20-Apr-16,Other,121
20-Apr-16,UC Web,77
20-Apr-16,Amazon,14
20-Apr-16,BlackBerry,12
20-Apr-16,Yandex,11
21-Apr-16,Google,13393
21-Apr-16,Mozilla,5385
21-Apr-16,Apple,2100
21-Apr-16,Microsoft,1261
21-Apr-16,Opera,150
21-Apr-16,Other,122
21-Apr-16,UC Web,55
21-Apr-16,BlackBerry,14
21-Apr-16,Yandex,13
21-Apr-16,Amazon,7
22-Apr-16,Google,11802
22-Apr-16,Mozilla,4835
22-Apr-16,Apple,1927
22-Apr-16,Microsoft,1127
22-Apr-16,Other,123
22-Apr-16,Opera,114
22-Apr-16,UC Web,62
22-Apr-16,BlackBerry,13
22-Apr-16,Yandex,9
22-Apr-16,Amazon,9
23-Apr-16,Google,8759
23-Apr-16,Mozilla,3706
23-Apr-16,Apple,2068
23-Apr-16,Microsoft,481
23-Apr-16,Opera,157
23-Apr-16,Other,141
23-Apr-16,UC Web,64
23-Apr-16,BlackBerry,17
23-Apr-16,Amazon,13
23-Apr-16,Yandex,12
24-Apr-16,Google,9132
24-Apr-16,Mozilla,3880
24-Apr-16,Apple,1851
24-Apr-16,Microsoft,506
24-Apr-16,Opera,155
24-Apr-16,Other,111
24-Apr-16,UC Web,78
24-Apr-16,BlackBerry,23
24-Apr-16,Yandex,15
24-Apr-16,Amazon,11
25-Apr-16,Google,14282
25-Apr-16,Mozilla,5862
25-Apr-16,Apple,2219
25-Apr-16,Microsoft,1253
25-Apr-16,Opera,164
25-Apr-16,Other,126
25-Apr-16,UC Web,51
25-Apr-16,BlackBerry,19
25-Apr-16,Yandex,14
25-Apr-16,Netscape,10
26-Apr-16,Google,15496
26-Apr-16,Mozilla,6724
26-Apr-16,Apple,2621
26-Apr-16,Microsoft,1712
26-Apr-16,Opera,172
26-Apr-16,Other,162
26-Apr-16,UC Web,69
26-Apr-16,BlackBerry,26
26-Apr-16,Yandex,12
26-Apr-16,Amazon,12
27-Apr-16,Google,12925
27-Apr-16,Mozilla,5312
27-Apr-16,Apple,2256
27-Apr-16,Microsoft,1337
27-Apr-16,Opera,152
27-Apr-16,Other,139
27-Apr-16,UC Web,78
27-Apr-16,Amazon,15
27-Apr-16,BlackBerry,14
27-Apr-16,Yandex,8
28-Apr-16,Google,13042
28-Apr-16,Mozilla,5296
28-Apr-16,Apple,2019
28-Apr-16,Microsoft,1358
28-Apr-16,Opera,154
28-Apr-16,Other,130
28-Apr-16,UC Web,77
28-Apr-16,BlackBerry,26
28-Apr-16,Amazon,17
28-Apr-16,Netscape,10
29-Apr-16,Google,11390
29-Apr-16,Mozilla,4805
29-Apr-16,Apple,1905
29-Apr-16,Microsoft,1035
29-Apr-16,Opera,157
29-Apr-16,Other,119
29-Apr-16,UC Web,60
29-Apr-16,Yandex,12
29-Apr-16,Amazon,11
29-Apr-16,Netscape,11
30-Apr-16,Google,7384
30-Apr-16,Mozilla,3293
30-Apr-16,Apple,1821
30-Apr-16,Microsoft,558
30-Apr-16,Opera,138
30-Apr-16,Other,114
30-Apr-16,UC Web,65
30-Apr-16,BlackBerry,10
30-Apr-16,Amazon,10
30-Apr-16,Yandex,9
1-May-16,Google,7604
1-May-16,Mozilla,3433
1-May-16,Apple,1835
1-May-16,Microsoft,734
1-May-16,Opera,134
1-May-16,Other,109
1-May-16,UC Web,67
1-May-16,BlackBerry,16
1-May-16,Amazon,15
1-May-16,Yandex,11
2-May-16,Google,12343
2-May-16,Mozilla,5084
2-May-16,Apple,2295
2-May-16,Microsoft,1262
2-May-16,Opera,158
2-May-16,Other,115
2-May-16,UC Web,69
2-May-16,BlackBerry,17
2-May-16,Yandex,16
2-May-16,Amazon,10
3-May-16,Google,14708
3-May-16,Mozilla,6007
3-May-16,Apple,2702
3-May-16,Microsoft,1616
3-May-16,Other,152
3-May-16,Opera,141
3-May-16,UC Web,62
3-May-16,BlackBerry,26
3-May-16,Yandex,15
3-May-16,Amazon,13
4-May-16,Google,13219
4-May-16,Mozilla,5251
4-May-16,Apple,2197
4-May-16,Microsoft,1338
4-May-16,Opera,162
4-May-16,Other,110
4-May-16,UC Web,76
4-May-16,BlackBerry,18
4-May-16,Yandex,14
4-May-16,Amazon,14
5-May-16,Google,12239
5-May-16,Mozilla,4687
5-May-16,Apple,2127
5-May-16,Microsoft,1726
5-May-16,Other,146
5-May-16,Opera,143
5-May-16,UC Web,85
5-May-16,Yandex,14
5-May-16,BlackBerry,14
5-May-16,Amazon,12
6-May-16,Google,11719
6-May-16,Mozilla,4654
6-May-16,Apple,2144
6-May-16,Microsoft,1201
6-May-16,Opera,141
6-May-16,Other,121
6-May-16,UC Web,61
6-May-16,BlackBerry,18
6-May-16,Amazon,14
6-May-16,Netscape,14
7-May-16,Google,7898
7-May-16,Mozilla,3287
7-May-16,Apple,1737
7-May-16,Microsoft,458
7-May-16,Opera,136
7-May-16,Other,123
7-May-16,UC Web,49
7-May-16,BlackBerry,17
7-May-16,Yandex,13
7-May-16,Amazon,12
8-May-16,Google,7498
8-May-16,Mozilla,3205
8-May-16,Apple,1691
8-May-16,Microsoft,548
8-May-16,Opera,163
8-May-16,Other,93
8-May-16,UC Web,66
8-May-16,Yandex,12
8-May-16,BlackBerry,10
8-May-16,Amazon,9
9-May-16,Google,13358
9-May-16,Mozilla,5337
9-May-16,Apple,2333
9-May-16,Microsoft,1381
9-May-16,Opera,182
9-May-16,Other,129
9-May-16,UC Web,91
9-May-16,Yandex,15
9-May-16,BlackBerry,11
9-May-16,Amazon,9
10-May-16,Google,14476
10-May-16,Mozilla,5915
10-May-16,Apple,2640
10-May-16,Microsoft,1458
10-May-16,Opera,188
10-May-16,Other,153
10-May-16,UC Web,66
10-May-16,BlackBerry,25
10-May-16,Yandex,17
10-May-16,Amazon,16
11-May-16,Google,13556
11-May-16,Mozilla,5411
11-May-16,Apple,2301
11-May-16,Microsoft,1288
11-May-16,Opera,164
11-May-16,Other,107
11-May-16,UC Web,78
11-May-16,BlackBerry,21
11-May-16,Yandex,14
11-May-16,Netscape,6
12-May-16,Google,12893
12-May-16,Mozilla,5284
12-May-16,Apple,1991
12-May-16,Microsoft,1209
12-May-16,Opera,161
12-May-16,Other,112
12-May-16,UC Web,68
12-May-16,Amazon,15
12-May-16,BlackBerry,13
12-May-16,Yandex,11
13-May-16,Google,11219
13-May-16,Mozilla,4820
13-May-16,Apple,1895
13-May-16,Microsoft,1004
13-May-16,Opera,126
13-May-16,Other,119
13-May-16,UC Web,64
13-May-16,Amazon,13
13-May-16,BlackBerry,11
13-May-16,Netscape,8
14-May-16,Google,7528
14-May-16,Mozilla,3255
14-May-16,Apple,1721
14-May-16,Microsoft,465
14-May-16,Opera,159
14-May-16,Other,117
14-May-16,UC Web,66
14-May-16,Amazon,12
14-May-16,BlackBerry,11
14-May-16,Yandex,9
15-May-16,Google,8237
15-May-16,Mozilla,3439
15-May-16,Apple,1806
15-May-16,Microsoft,691
15-May-16,Opera,131
15-May-16,Other,130
15-May-16,UC Web,56
15-May-16,Yandex,14
15-May-16,BlackBerry,13
15-May-16,Amazon,12
16-May-16,Google,12561
16-May-16,Mozilla,4651
16-May-16,Apple,2113
16-May-16,Microsoft,1135
16-May-16,Opera,145
16-May-16,Other,130
16-May-16,UC Web,66
16-May-16,BlackBerry,19
16-May-16,Yandex,16
16-May-16,Amazon,9
17-May-16,Google,13926
17-May-16,Mozilla,6046
17-May-16,Apple,2523
17-May-16,Microsoft,1547
17-May-16,Other,151
17-May-16,Opera,140
17-May-16,UC Web,74
17-May-16,BlackBerry,20
17-May-16,Amazon,14
17-May-16,Netscape,11
18-May-16,Google,13334
18-May-16,Mozilla,5434
18-May-16,Apple,2226
18-May-16,Microsoft,1293
18-May-16,Opera,164
18-May-16,Other,113
18-May-16,UC Web,72
18-May-16,BlackBerry,20
18-May-16,Amazon,16
18-May-16,Netscape,11
